751,9291
449,6793
868,1573
290,3946
439,8947
553,266
860,949
895,3502
316,5819
715,5551
874,8575
692,4252
615,9421
790,4053
825,5211
718,82
693,4123
784,7142
932,4836
562,9063
407,8037
277,5976
750,8291
238,3186
295,1799
652,4496
662,958
224,5628
836,587
664,5349
452,458
381,8141
223,5994
381,5376
182,6121
351,4604
162,4305
472,825
293,4198
527,69
730,9401
583,4577
931,1736
970,1959
950,1805
542,3077
763,957
660,289
524,3669
796,867
634,3596
870,397
343,4624
241,9367
884,7267
557,2953
543,7362
803,4336
797,45
438,5096
598,2488
964,1588
456,3259
660,526
455,7633
708,7373
177,879
929,7129
232,3296
608,102
624,968
560,5779
348,949
819,1105
924,612
568,97
315,8555
632,787
898,8472
370,855
697,4365
912,9588
901,8102
694,591
848,7672
820,616
884,2944
346,3904
532,3586
280,838
648,7285
392,144
605,1096
953,532
899,3534
459,7774
688,7899
561,1525
507,2754
382,5378
189,1056
871,7289
902,6751
486,364
965,4379
526,85
524,4589
549,64
601,3474
725,118
679,5393
920,9114
783,4631
262,3165
758,8768
717,138
913,1944
401,6384
790,6571
421,91
546,9275
243,411
895,8851
648,847
385,3347
172,6612
351,6041
207,4447
549,9921
456,339
925,7441
440,8725
463,1538
512,3638
790,9308
807,7969
533,63
616,2836
974,4266
805,8075
199,697
150,1607
164,3904
569,22
452,887
668,7995
531,8987
968,2761
717,5911
914,76
221,7746
979,3325
955,7188
363,994
176,801
575,1198
511,3989
597,4885
646,1905
471,4248
811,5731
577,4587
721,1649
960,801
743,8423
545,9038
593,2436
916,3403
348,7352
801,4751
444,8305
269,2908
181,8157
545,7189
440,298
197,1512
938,2462
350,9656
920,8737
454,3189
892,1031
159,5792
353,6989
644,6518
410,6935
809,9826
982,8142
600,242
503,989
234,4721
714,9342
292,4551
833,3256
735,548
290,1369
413,9902
526,3725
582,845
549,8083
513,8302
245,5091
494,8118
626,2985
722,4469
672,6228
619,6357
725,8303
790,1565
374,7829
512,1042
333,5789
262,335
277,2383
637,2829
163,4715
249,2942
538,4159
803,4243
222,6739
973,2508
654,5201
178,7761
996,3087
901,1707
873,2803
173,3082
386,3873
778,5611
153,5263
367,6261
458,9186
444,732
611,9753
763,7307
666,94
623,4375
705,4651
370,2959
898,4462
483,7279
502,7945
470,3327
393,6807
240,1706
757,6546
419,348
190,33
231,3166
161,2692
756,9867
491,3482
615,6154
909,6498
648,248
550,9502
435,7575
975,7564
584,8907
499,2143
969,2159
548,9856
473,8293
282,2745
641,2511
899,8109
987,4397
739,331
576,296
925,5727
318,4678
838,7045
293,6765
843,7308
644,2703
543,5691
296,784
221,3949
522,229
792,4938
849,573
930,3939
975,247
616,6523
739,4459
368,7939
585,5161
158,3585
260,8311
228,1607
840,1579
582,4736
200,934
412,7082
508,358
975,567
271,7425
556,1249
303,2875
588,467
690,7472
569,7555
957,434
414,2781
966,1587
904,6351
607,1662
336,8487
849,784
323,314
752,522
349,7074
845,6422
797,7039
382,3678
831,5689
356,7473
586,3225
886,6709
337,8213
773,7658
686,7622
848,9379
808,9155
560,4145
377,285
317,481
986,1013
426,8075
164,6867
758,3105
440,3422
423,5087
650,4253
542,3177
460,7995
158,6211
230,3908
958,7374
378,7027
260,305
224,637
617,9681
802,2703
222,2655
993,4459
797,5918
292,71
811,9399
941,3215
362,2987
350,1134
825,4697
190,5465
409,4941
214,326
320,4146
717,1746
672,6988
554,7043
542,2893
812,1915
596,2097
691,872
607,7988
554,7
383,4538
996,4332
799,8149
839,778
251,986
151,9919
756,261
829,3047
258,2045
429,1335
460,8208
999,4309
816,6067
341,382
374,3558
812,5731
152,258
890,9062
425,8318
620,2444
481,6312
593,8223
923,5419
308,112
743,901
688,1578
775,6944
405,4199
853,2542
245,2815
826,6159
945,3601
543,3619
885,9787
445,3132
627,8219
620,4069
250,5294
752,5749
753,704
285,337
607,2729
788,828
384,5614
782,4137
655,4763
397,221
551,5619
324,2256
508,363
872,8655
671,1133
275,5107
273,6911
926,294
865,15
158,4385
565,531
247,6108
592,1831
270,3052
376,5461
694,6464
339,7538
295,3657
913,1568
654,9926
956,125
269,6609
267,6047
691,7334
502,6546
952,3606
573,6066
241,5152
740,939
289,375
232,6574
385,113
667,672
709,7379
569,2566
379,811
996,7954
362,9763
972,93
432,5158
708,8067
597,4492
590,115
433,7072
780,4213
300,1453
794,2652
941,6545
805,384
596,9841
729,3948
456,1682
909,2333
901,9532
675,921
304,1354
865,5507
476,7901
760,2255
496,809
363,7807
901,8542
732,9172
181,4629
839,2328
456,833
782,415
295,778
641,4051
673,5317
546,244
276,5034
293,8991
657,6328
441,6249
185,1328
517,5255
594,966
357,6307
447,5652
563,5464
607,3228
423,7281
974,6137
608,4545
611,457
718,4653
596,2582
275,231
726,3245
788,285
602,3167
419,4172
587,9794
172,4155
765,3422
857,6676
986,611
956,7367
836,3882
831,8939
689,517
937,7526
430,308
997,7424
163,452
585,4204
378,52
957,9629
612,5836
463,2616
461,2096
593,3471
312,9712
856,4951
891,4628
471,2331
445,8858
186,9638
157,39
979,2471
754,7995
706,1057
856,27
249,6124
446,178
910,3545
735,8205
937,6285
569,2388
483,2993
890,8602
183,6459
876,3083
710,902
834,8783
687,5841
239,414
424,5869
819,5896
416,3092
384,929
706,2878
880,2401
776,1071
239,634
533,7075
995,4036
347,9713
";5180"
"367;1773"
"574;8713"
"712;103"
"411;7922"
"174;9170"
"251;4806"
"363;1119"
"941;7439"
"886;6277"
"250;2013"
"974;5000"
"659;7297"
"162;3097"
"402;5956"
"251;6355"
"705;4738"
"155;3391"
"986;8389"
"256;8935"
"583;5956"
"883;5313"
"729;3842"
"508;9436"
"673;3173"
"990;9343"
"377;5811"
"951;3782"
"344;9791"
"367;8494"
"405;2613"
"608;1384"
"531;8063"
"518;964"
"992;7420"
"188;4294"
"402;8575"
"223;1627"
"302;5089"
"797;50"
"207;7546"
"877;6041"
"210;4605"
"395;9586"
"336;3967"
"434;2751"
"390;7221"
"562;4471"
"608;3065"
"603;3492"
"765;5728"
"597;2208"
"877;7437"
"643;1719"
"578;3917"
"264;1076"
"842;5551"
"724;1794"
"560;5118"
"497;5252"
"611;9866"
"200;8354"
"564;1804"
"565;2231"
"744;9954"
"358;7033"
"158;6209"
"652;4843"
"715;3022"
"490;639"
"365;9632"
"226;326"
"830;9639"
"214;9007"
"886;2938"
"545;6464"
"568;306"
"718;4279"
"658;4825"
"473;2301"
"428;8442"
"361;3570"
"786;6477"
"945;5577"
"525;3636"
"796;1837"
"885;7117"
"886;6326"
"345;9607"
"719;2301"
"395;2634"
"305;1711"
"687;5567"
"409;1075"
"439;801"
"934;4083"
"402;213"
"537;3919"
"978;5219"
"245;3629"
"520;9603"
"455;9603"
"543;7899"
"885;3437"
"358;5994"
"241;2765"
"411;7985"
"656;5491"
"258;2230"
"712;7501"
"751;3488"
"157;2050"
"452;3753"
"500;2697"
"184;1132"
"672;4250"
"802;9403"
"893;219"
"701;7374"
"618;7616"
"502;4451"
"956;2699"
"407;874"
"763;6346"
"856;6843"
"353;2733"
"955;1923"
"583;9867"
"752;3271"
"721;2063"
"563;7491"
"791;1477"
"618;2976"
"748;4723"
"937;2925"
"562;6579"
"430;9300"
"189;5307"
"304;1400"
"241;782"
"352;3520"
"488;9927"
"277;2441"
"741;1818"
"502;4702"
"919;8245"
"435;9822"
"332;4584"
"248;9845"
